Name,Code,Type,Unit,Description,Manufacturer,Sales Tax,PurchaseTax,StripSize,Scheduled,Strength,Category,Molecule,Mrp,Selling Price,Avg Item Cost,Stock Value@ Cost,Offer,Distributor Name
VERBET 8,,,10'S,,ALBERT DAVID LIMITED,,5,69,,,,,40.5,38.5,1,0,Buy 10 get 1,J.K.PHARMA DISTRIBUTORS
ALCIPRO 250 MG,,,10'S,,ALKEM LABORATORIES LTD,,5,1,,,,,32.8,29.5,1,0,Buy 10 get 1,J.K.PHARMA DISTRIBUTORS
IBUGESIC PLUS TAB,,,15'S,,CIPLA LTD,,5,45,,,,,12.8,9.8,1,0,,J.K.PHARMA DISTRIBUTORS
MUCINEX SE 600MG,,,24'S,,RECKITT & BENCKISER (INDIA) LTD,,5,89,,,,,150,147,1,0,Buy 5 get 1,J.K.PHARMA DISTRIBUTORS
STREPSILS GING.LEM,,,10*8'S,,RECKITT & BENCKISER (INDIA) LTD,,5,62,,,,,16,13,1,0,Buy 5 get 1,J.K.PHARMA DISTRIBUTORS
STREPSILS HONEY,,,8'S,,RECKITT & BENCKISER (INDIA) LTD,,5,62,,,,,16,13,1,0,Buy 5 get 1,J.K.PHARMA DISTRIBUTORS
OSSOPAN +,,,15'S,,TTK HEALCARE LIMITED,,5,62,,,,,40.35,37.35,1,0,Buy 5 get 1,J.K.PHARMA DISTRIBUTORS
WOSULIN 50/50 40IU,,,10ML,,WOCKHARDT LIMITED,,5,37,,,,,140.52,137.52,1,0,,J.K.PHARMA DISTRIBUTORS
LIV 52 DS SYP,,,100 ML,,ZANDRA,,14.5,71,,,,,75,72,1,0,,J.K.PHARMA DISTRIBUTORS
AVIL 25,,,15'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,5.15,2.15,3.68,239.2,,J.K.PHARMA DISTRIBUTORS
BRUFFEN 200,,,15'S,,ABBOTT INDIA LTD,,5,53,,,,,6.23,3.23,1,0,,J.K.PHARMA DISTRIBUTORS
INDERAL 10 MG **,,,10'S,,NICHOLAS PIRAMAL INDIA LTD,,5,45,,,,,12.17,9.45,8.75,34.98,Buy 5 get 1,J.K.PHARMA DISTRIBUTORS
TEGRITAL 400 **,,,10'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,41.2,31.76,29.7,207.9,Buy 10 get 1,J.K.PHARMA DISTRIBUTORS
LOPRESOR 50 **,,,10'S,,NOVARTIS (INDIA) LTD,,5,25,,,,,51.62,42.38,39.63,39.63,,J.K.PHARMA DISTRIBUTORS
LIV 52 SYP 200 ML,,,200 ML,,HIMALAYA,,5,54,,,,,95,68.63,63.14,126.28,,J.K.PHARMA DISTRIBUTORS
NEXITO FORTE,,,10'S,,SUN PHARMACEUTICALS INDUSTRIES LTD,,5,56,,,,,98,75.45,70.17,631.53,,J.K.PHARMA DISTRIBUTORS
RABEKIND - DM,,,10'S,,MANKIND PHARMA LTD,,5,,,,,,35,31,,,Buy 10 get 1,J.K.PHARMA DISTRIBUTORS
ELECTROBIAN 4.2 gm,,,4.2 gm,,MERCK LIMITED,,5,69,,,,,35,31,,,Buy 10 get 1,J.K.PHARMA DISTRIBUTORS
OLMAT 20MG,,,10'S,,MICRO LABS LTD (INDIA),,5,1,,,,,85,65.44,60.2,1204,,KARUPPIAH DIABETIC & HEALTH STORE
MACALVIT 500MG,,,15'S,,NOVARTIS (INDIA) LTD,,5,1,,,,,85,65.44,52.67,1211.43,,KARUPPIAH DIABETIC & HEALTH STORE
ZOCON 50 DT,,,4'S,,FDC LIMITED,,5,57,,,,,39.4,36.4,1,0,Buy 5 get 1,KENT PHARMA
ZOCON LOTION,,,60 ML,,FDC LIMITED,,5,57,,,,,125.75,122.75,1,0,Buy 5 get 1,KENT PHARMA
PEDIASURE CHOCO 200 R/F *,,,,,ABBOTT INDIA LTD,,14.5,102,,,,,275,255.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
TAXCLAV 200 MG,,,10'S,,ALKEM LABORATORIES LTD,,5,1,,,,,240.5,235.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
TAXCLAV 50MG DT 10'S,,,,,ALKEM LABORATORIES LTD,,5,45,,,,,78.8,73.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
TAXIM AZ,,,10'S,,ALKEM LABORATORIES LTD,,5,45,,,,,250,235,1,0,,LIFECARE PHARMACEUTICALS
TAXIM O 400,,,10'S,,ALKEM LABORATORIES LTD,,5,45,,,,,289,265,1,0,,LIFECARE PHARMACEUTICALS
TAXIM O 50 MG DT,,,10'S,,ALKEM LABORATORIES LTD,,5,1,,,,,72.5,71,1,0,,LIFECARE PHARMACEUTICALS
GLUCOMOL 0.5%,,,,,ALLERGAN INDIA LTD,,14.5,57,,,,,44.68,40.5,1,0,,LIFECARE PHARMACEUTICALS
LUMIGAN E/D,,,3ML,,ALLERGAN INDIA LTD,,5,57,,,,,454.73,452,1,0,,LIFECARE PHARMACEUTICALS
REFRESH LIQUIGEL,,,10ML,,ALLERGAN INDIA LTD,,5,57,,,,,148.95,140,1,0,,LIFECARE PHARMACEUTICALS
REFRESH TEARS,,,10ML,,ALLERGAN INDIA LTD,,5,57,,,,,164.11,158.5,1,0,,LIFECARE PHARMACEUTICALS
RELIF E/D,,,5ML,,ALLERGAN INDIA LTD,,5,57,,,,,60.53,52.5,1,0,,LIFECARE PHARMACEUTICALS
RESTASIS(32PCS)0.05% E/D,,,,,ALLERGAN INDIA LTD,,5,57,,,,,1512.5,1490.5,1,0,,LIFECARE PHARMACEUTICALS
RESTASIS(8PCS)0.05% E/D,,,,,ALLERGAN INDIA LTD,,5,57,,,,,412.5,435,1,0,,LIFECARE PHARMACEUTICALS
ORNOF 700MG,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,59,52.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
PANTOP HP KIT,,,,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,95,90.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RABITOP,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,36,32.7,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RABITOP D,,,10'S,,ARISTO PHARMACEUTICALS LTD,,5,25,,,,,56,50.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
BETALOC 100 **,,,10'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,59.6,50.7,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
BRECAREX EXP,,,100 ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,51,49.3,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
IMDUR 60,,,30'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,317.3,310.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MIT'S LINCTUS CODEINAE CO,,,,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,75.7,70.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MIT'S LINCTUS DX,,,60ML,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,35.3,30.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RAMACE 2.5,,,15'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,101.7,90.6,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
SELORAM 50/5,,,7'S,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,116.9,110.5,1,0,,LIFECARE PHARMACEUTICALS
XYLOCAINE 2% JELLY 30 GM,,,30 GM,,ASTTRAZENECA PHARMA INDIA LTD,,14.5,25,,,,,55.8,52.5,1,0,,LIFECARE PHARMACEUTICALS
ZIBEX D,,,10'S,,ATLANTA BIOTEC,,5,60,,,,,30,28.5,1,0,,LIFECARE PHARMACEUTICALS
ALLEGRA 30,,,,,AVENTIES PASTUER INDIA LTD,,14.5,56,,,,,33.25,31.5,1,0,,LIFECARE PHARMACEUTICALS
ALLEGRA M,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,62,,,,,129,120.5,1,0,,LIFECARE PHARMACEUTICALS
AMARYL MP 1,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,81,75.5,1,0,,LIFECARE PHARMACEUTICALS
AMARYL MP 2,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,128,110.5,1,0,,LIFECARE PHARMACEUTICALS
AMARYL P 1,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,70,60.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
AMARYL P 2,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,126.5,113.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
APIDRA U100 SOLOSTAR 3 ML,,,,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,550,540.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
AVIL AMP 2ML,,,10*2 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,38.74,32.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CARDACE AM 2.5,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,70,68.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CARDACE H 10,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,181.3,175.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CETAPIN P 15,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,53,,,,,65,59.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
COMBIFLAM CRM 15,,,15 GM,,AVENTIES PASTUER INDIA LTD,,14.5,62,,,,,38.3,37.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
LASIX INJ 2 ML **,,,10*2 ML,,AVENTIES PASTUER INDIA LTD,,14.5,62,,,,,32.78,29.78,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MYORIL INJ,,,2ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,27.38,24.38,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MYORIL PLUS 4,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,114,111,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MYORIL PLUS 8,,,10'S,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,198,195,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
SOFRACORT E/E DROPS 5 ML,,,5 ML,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,15.16,12.16,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
SOFRAMYCIN EYE DROPS,,,,,AVENTIES PASTUER INDIA LTD,,14.5,25,,,,,7.64,4.64,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RARICAP FORTE,,,30'S,,BAFNA PHARMACEUTICALS,,14.5,62,,,,,181.3,178.3,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
SECREMET 2,,,10'S,,BAL PHARMA LIMITED,,14.5,86,,,,,74,71,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RENU FRESH 120 ML *,,,120 ML,,BAUSH & LOMB EYECARE (I) PVT LTD,,14.5,115,,,,,190,187,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
XIRTAM 40 MG,,,10'S,,BAYER INDIA LTD,,5,1,,,,,125,122,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
XIRTAM H,,,10'S,,BAYER INDIA LTD,,5,1,,,,,73,70,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
BAYERS TONIC 250 ML,,,250 ML,,BAYER PHARMA,,5,1,,,,,95.7,92.7,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CANESTEN V6,,,6'S,,BAYER PHARMA,,5,25,,,,,37.89,34.89,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CANESTEN VEG CREAM 30,,,30,,BAYER PHARMA,,5,25,,,,,60.24,57.24,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
GIMIBAY 1MG,,,10'S,,BAYER PHARMA,,5,25,,,,,42,39,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
GIMIBAY 2MG,,,10'S,,BAYER PHARMA,,5,25,,,,,64,61,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
INCID MD,,,10'S,,BAYER PHARMA,,5,1,,,,,50,47,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
RESOCHIN,,,10'S,,BAYER PHARMA,,5,1,,,,,7.6,4.6,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
XIRTAM 20 MG,,,10'S,,BAYER PHARMA,,5,1,,,,,73,70,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
XIRTAM AM,,,10'S,,BAYER PHARMA,,5,25,,,,,84,81,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
BD U SYRINGE,,,10'S,,BETCON DICKISON INDIA LIMITED,,5,25,,,,,70,67,1,0,,LIFECARE PHARMACEUTICALS
AMPILOX 1O,,,10'S,,BIOCHEM PHARMACEUTICAL INDUSTRIAL LTD,,5,57,,,,,50.31,47.31,1,0,,LIFECARE PHARMACEUTICALS
BIOTAX 500 INJ,,,,,BIOCHEM PHARMACEUTICAL INDUSTRIAL LTD,,5,57,,,,,18.99,15.99,1,0,,LIFECARE PHARMACEUTICALS
BLISTO 1 MG,,,10'S,,BIOCON LIMITED,,5,9,,,,,39,36,1,0,,LIFECARE PHARMACEUTICALS
BLISTO 2 MG,,,10'S,,BIOCON LIMITED,,5,9,,,,,57,54,1,0,,LIFECARE PHARMACEUTICALS
GMAB PLUS CAP,,,10'S,,BIOCON LIMITED,,5,9,,,,,165,162,1,0,,LIFECARE PHARMACEUTICALS
METADOZE IPR TAB,,,10'S,,BIOCON LIMITED,,5,9,,,,,36.5,33.5,1,0,,LIFECARE PHARMACEUTICALS
PICON CRM 10 GM,,,10 GM,,BIOCON LIMITED,,5,9,,,,,400,397,1,0,,LIFECARE PHARMACEUTICALS
STATIX 10,,,10'S,,BIOCON LIMITED,,5,9,,,,,83,80,1,0,,LIFECARE PHARMACEUTICALS
STATIX EZ 10,,,10'S,,BIOCON LIMITED,,5,9,,,,,100,97,1,0,,LIFECARE PHARMACEUTICALS
STATIX F,,,10'S,,BIOCON LIMITED,,5,9,,,,,105,102,1,0,,LIFECARE PHARMACEUTICALS
TRIGPM 1 MG,,,10'S,,BIOCON LIMITED,,5,9,,,,,66,63,1,0,,LIFECARE PHARMACEUTICALS
ZUKER MF,,,10'S,,BIOCON LIMITED,,5,9,,,,,66,63,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
COSCOPIN PEAD SYP,,,50 ML,,BIOLOGICAL E. LIMITED,,5,69,,,,,45.57,42.57,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
CASIL SOAP,,,75GM,,BIOMEDICA LIFE SCIENCES,,5,48,,,,,65,62,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
OROVIT ACTIVE,,,10'S,,BIOMIICORN PHARMACEUTICALS,,5,68,,,,,163,160,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
OROVIT SYP,,,200 ML,,BIOMIICORN PHARMACEUTICALS,,5,68,,,,,84,81,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
OROVIT TAB,,,10'S,,BIOMIICORN PHARMACEUTICALS,,5,68,,,,,29.9,26.9,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ELDERVIT-ZC CAP,,,15'S,,ELDER PHARMA A DIVISION,,5,1,,,,,108,105,1,0,,LIFECARE PHARMACEUTICALS
ENZAR FORTE,,,15'S,,ELDER PHARMA A DIVISION,,5,54,,,,,78,75,1,0,,LIFECARE PHARMACEUTICALS
FORMIC O 200,,,10'S,,ELDER PHARMA A DIVISION,,5,1,,,,,86,83,1,0,,LIFECARE PHARMACEUTICALS
TANTUM O RINSE 120 ML,,,120 ML,,ELDER PHARMA A DIVISION,,5,53,,,,,61,58,1,0,,LIFECARE PHARMACEUTICALS
~CARNITOR 500 MG,,,10'S,,ELDER PHARMA B DIVISION,,5,1,,,,,177,174,1,0,,LIFECARE PHARMACEUTICALS
~CARNITOR SYP 30 ML,,,30 ML,,ELDER PHARMA B DIVISION,,5,1,,,,,107,104,1,0,,LIFECARE PHARMACEUTICALS
ELMECOB OD,,,10'S,,ELDER PHARMA B DIVISION,,5,1,,,,,30,27,1,0,,LIFECARE PHARMACEUTICALS
ELMECOB PLUS CAP,,,10'S,,ELDER PHARMA B DIVISION,,5,1,,,,,86,83,1,0,,LIFECARE PHARMACEUTICALS
FLAVOSPAS,,,10'S,,ELDER PHARMA B DIVISION,,5,1,,,,,108,105,1,0,,LIFECARE PHARMACEUTICALS
SHELCAL  SYP 200 ML,,,200 ML,,ELDER PHARMA B DIVISION,,5,54,,,,,60,57,1,0,,LIFECARE PHARMACEUTICALS
CARNISURE 500,,,10'S,,ELDER PHARMACEUTICALS PVT LTD,,5,1,,,,,177,174,1,0,,LIFECARE PHARMACEUTICALS
CARNISURE SYP,,,30ML,,ELDER PHARMACEUTICALS PVT LTD,,5,57,,,,,107,104,1,0,,LIFECARE PHARMACEUTICALS
CHYMORAL AP,,,10'S,,ELDER PHARMACEUTICALS PVT LTD,,5,48,,,,,70,67,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ELDERVIT 12 INJ,,,1.5 ML,,ELDER PHARMACEUTICALS PVT LTD,,5,54,,,,,7.41,4.41,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ESLITE CREAM 20GM,,,1'S,,ELDER PHARMACEUTICALS PVT LTD,,5,1,,,,,43,40,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
LORSAVE 50,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,63.5,60.5,1,0,,LIFECARE PHARMACEUTICALS
LORSAVE H,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,58,55,1,0,,LIFECARE PHARMACEUTICALS
METALOC XL 25,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,36,33,1,0,,LIFECARE PHARMACEUTICALS
METALOC XL 50,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,55,52,1,0,,LIFECARE PHARMACEUTICALS
METALOC XL100,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,82,79,1,0,,LIFECARE PHARMACEUTICALS
OBESAVE 10MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,150,147,1,0,,LIFECARE PHARMACEUTICALS
OBESAVE 15MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,170,167,1,0,,LIFECARE PHARMACEUTICALS
RABONIK PLUS 40,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,86,,,,,180,177,1,0,,LIFECARE PHARMACEUTICALS
RAMISAVE 10MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,70,67,1,0,,LIFECARE PHARMACEUTICALS
RAMISAVE 2.5MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,50,47,1,0,,LIFECARE PHARMACEUTICALS
RAMISAVE 5MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,72,69,1,0,,LIFECARE PHARMACEUTICALS
RAMISAVE H 5,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,70,67,1,0,,LIFECARE PHARMACEUTICALS
SUPERCLOP 75,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,45,42,1,0,,LIFECARE PHARMACEUTICALS
TRIGLIMISAVE 1,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,65,62,1,0,,LIFECARE PHARMACEUTICALS
TRIGLIMISAVE 1 HS,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,70,67,1,0,,LIFECARE PHARMACEUTICALS
TRIGLIMISAVE 2 HS,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,80,77,1,0,,LIFECARE PHARMACEUTICALS
ZENPRIDE 25MG,,,10'S,,ERIS LIFE SCIENCIES PVT LTD,,5,25,,,,,55,52,1,0,,LIFECARE PHARMACEUTICALS
DELCAR,,,10'S,,EVERGREEN RESEARCH LAB,,14.5,68,,,,,14.9,11.9,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
DELCAR FORTE,,,10'S,,EVERGREEN RESEARCH LAB,,14.5,68,,,,,22.9,19.9,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
AMODEP - AT,,,14'S,,FDC LIMITED,,5,57,,,,,22.5,19.5,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
COTARYL 50GM,,,,,FDC LIMITED,,5,69,,,,,50,47,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ELECTRAL 21.8,,,21.8 GM,,FDC LIMITED,,5,57,,,,,17,14,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ELECTRAL 4.4,,,4.4 GM,,FDC LIMITED,,5,69,,,,,4.75,1.75,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ELECTRAL RTD (MANGO),,,200ML,,FDC LIMITED,,5,57,,,,,15,12,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ENERZAL LIME,,,,,FDC LIMITED,,5,69,,,,,16,13,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ENERZAL LIME 100,,,100 GM,,FDC LIMITED,,5,69,,,,,28,25,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ENERZAL ORANGE 100GM,,,100 GM,,FDC LIMITED,,5,57,,,,,28,25,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ENERZAL ORANGE 50GM,,,,,FDC LIMITED,,5,57,,,,,20,17,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ETO SALBETOL,,,10'S,,FDC LIMITED,,5,57,,,,,4.35,1.35,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ETO SALBUTAL SYP,,,100 ML,,FDC LIMITED,,5,69,,,,,16.15,13.15,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MOISOL Z E/D,,,5 ML,,FDC LIMITED,,5,69,,,,,81,78,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
MOSI E/D,,,5 ML,,FDC LIMITED,,5,69,,,,,41.2,38.2,1,0,,LIFECARE PHARMACEUTICALS
MYCODERM C,,,75 GM,,FDC LIMITED,,5,69,,,,,44.5,41.5,1,0,,LIFECARE PHARMACEUTICALS
OCUVIR 200,,,10'S,,FDC LIMITED,,5,57,,,,,57.4,54.4,1,0,,LIFECARE PHARMACEUTICALS
OCUVIR 400 DT **,,,5'S,,FDC LIMITED,,5,57,,,,,61,58,1,0,,LIFECARE PHARMACEUTICALS
OCUVIR 800,,,5'S,,FDC LIMITED,,5,57,,,,,120,117,1,0,,LIFECARE PHARMACEUTICALS
OCUVIR EYE OT,,,5 GM,,FDC LIMITED,,5,57,,,,,40.8,37.8,1,0,,LIFECARE PHARMACEUTICALS
PEPCIA - D,,,10'S,,FDC LIMITED,,5,69,,,,,34.5,31.5,1,0,,LIFECARE PHARMACEUTICALS
PEPCIA 10,,,10'S,,FDC LIMITED,,5,69,,,,,10.3,7.3,1,0,,LIFECARE PHARMACEUTICALS
PEPCIA 20,,,10'S,,FDC LIMITED,,5,69,,,,,23,20,1,0,,LIFECARE PHARMACEUTICALS
PILOCAR 2% E/D,,,5ML,,FDC LIMITED,,5,69,,,,,51.3,48.3,1,0,,LIFECARE PHARMACEUTICALS
PROSOYAL,,,400 GM,,FDC LIMITED,,5,57,,,,,169,166,1,0,,LIFECARE PHARMACEUTICALS
PYRICORT E/D,,,5 ML,,FDC LIMITED,,5,69,,,,,7.79,4.79,1,0,,LIFECARE PHARMACEUTICALS
SIMYL MCT 200GM,,,,,FDC LIMITED,,5,57,,,,,99,96,1,0,,LIFECARE PHARMACEUTICALS
TRITOFEN SYP,,,60 ML,,FDC LIMITED,,5,57,,,,,39.5,36.5,1,0,,LIFECARE PHARMACEUTICALS
VITCOFOL INJ,,,10 ML,,FDC LIMITED,,5,57,,,,,36.2,33.2,1,0,,LIFECARE PHARMACEUTICALS
ZATHRIN 250,,,3'S,,FDC LIMITED,,5,69,,,,,61.15,58.15,1,0,,LIFECARE PHARMACEUTICALS
ZATHRIN R/M 100,,,30 ML,,FDC LIMITED,,5,69,,,,,23,20,1,0,,LIFECARE PHARMACEUTICALS
ZATHRIN R/M 200,,,30 ML,,FDC LIMITED,,5,69,,,,,35.5,32.5,1,0,,LIFECARE PHARMACEUTICALS
ZIFI CV 100 DT,,,10'S,,FDC LIMITED,,5,57,,,,,99.9,96.9,1,0,,LIFECARE PHARMACEUTICALS
ZIFI CV 200 DT,,,10'S,,FDC LIMITED,,5,57,,,,,199.9,196.9,1,0,,LIFECARE PHARMACEUTICALS
ZIFI LBX 200 DT,,,10'S,,FDC LIMITED,,5,57,,,,,122.25,119.25,1,0,,LIFECARE PHARMACEUTICALS
ZOCON POWDER,,,75 GM,,FDC LIMITED,,5,57,,,,,58.4,55.4,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ZOCON T KIT,,,1'S,,FDC LIMITED,,5,69,,,,,40.6,37.6,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ZOXAN 250,,,10'S,,FDC LIMITED,,5,69,,,,,25.63,22.63,1,0,Buy 5 get 1,LIFECARE PHARMACEUTICALS
ZOXAN E/D,,,5 ML,,FDC LIMITED,,5,69,,,,,7.55,4.55,1,0,,LIFECARE PHARMACEUTICALS
ZOXAN EYE ONT,,,5 GM,,FDC LIMITED,,5,69,,,,,5.56,2.56,1,0,,LIFECARE PHARMACEUTICALS
MINIRIN SPRAY,,,,,FERRING PHARMACEUTICALS,,5,1,,,,,470,467,1,0,,LIFECARE PHARMACEUTICALS
SURGIFLOX 200 TAB,,,10'S,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,50,47,1,0,,LIFECARE PHARMACEUTICALS
SURGIFLOX OZ,,,,,FOCUS HEALTHCARE PVT LTD,,5,126,,,,,75,72,1,0,,LIFECARE PHARMACEUTICALS
SURGIMOL PLUS TAB,,,10'S,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,35,32,1,0,,LIFECARE PHARMACEUTICALS
SURGINAC GEL,,,30 GM,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,50,47,1,0,,LIFECARE PHARMACEUTICALS
SURGINAC TAB,,,10'S,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,25,22,1,0,,LIFECARE PHARMACEUTICALS
TAZOCIN 250 TAB,,,10'S,,FOCUS HEALTHCARE PVT LTD,,5,124,,,,,64.5,61.5,1,0,,LIFECARE PHARMACEUTICALS
AMBCET,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,33,30,1,0,,LIFECARE PHARMACEUTICALS
AMBCET SYP 60 ML,,,60ML,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,,,,,,27.7,24.7,1,0,,LIFECARE PHARMACEUTICALS
D MONTUS,,,10'S,,FOURRTS (INDIA) LABORATORIES PVT LTD,,14.5,1,,,,,138,135,1,0,,LIFECARE PHARMACEUTICALS
